idx,lb,ub,approach,method,dtime,n,apval_err
69,-5.062493247598251,5.304957257515767,minimize_scalar,Golden,5.645075798034668,70,1.869270512683263e-08
0,1.6003006823096004,40.9656965931202,root_scalar,brenth,3.719634771347046,70,8.126813498057772e-07
1,-3.5967491546348045,2.3389417987194627,root_scalar,brenth,3.719634771347046,70,1.4846151776687355e-08
2,-32.067366551484184,2.690973393524346,root_scalar,brenth,3.719634771347046,70,6.174605114706022e-08
3,-18.756825917062525,6.648050312543034,root_scalar,brenth,3.719634771347046,70,4.707581446189435e-09
4,-8.33159722048889,4.704562700517608,root_scalar,brenth,3.719634771347046,70,6.692045722081486e-08
5,-5.64466714243457,0.7756406207545162,root_scalar,brenth,3.719634771347046,70,6.346318377759008e-08
6,0.4657468292180825,18.067405478405394,root_scalar,brenth,3.719634771347046,70,3.0270227114811976e-07
7,-3.4557374616332397,18.789504518679074,root_scalar,brenth,3.719634771347046,70,2.929960408633303e-07
8,-3.646062812470871,6.0924145505915215,root_scalar,brenth,3.719634771347046,70,5.514444017216957e-07
9,-24.289363067298687,5.17165244505154,root_scalar,brenth,3.719634771347046,70,3.877845460749374e-07
10,-2.838443488921129,3.5880696744844456,root_scalar,brenth,3.719634771347046,70,9.97616014301178e-07
11,-3.452190683342847,4.204895468980935,root_scalar,brenth,3.719634771347046,70,2.5735505273377646e-07
12,-8.962503383552088,4.412392286574728,root_scalar,brenth,3.719634771347046,70,6.800894453151685e-08
13,-4.9701445249021265,7.460053958964711,root_scalar,brenth,3.719634771347046,70,4.55590715889298e-07
14,-3.1542456605718594,6.300963228468556,root_scalar,brenth,3.719634771347046,70,1.7984744408311437e-07
15,-4.925558404499045,4.28977493228301,root_scalar,brenth,3.719634771347046,70,1.7101400465874272e-08
16,-3.6321931741907973,1.936787291512773,root_scalar,brenth,3.719634771347046,70,1.2938201964657337e-08
17,-4.537955774308639,6.673744044717108,root_scalar,brenth,3.719634771347046,70,5.1017577960832394e-08
18,-4.698840155415972,4.477874654993878,root_scalar,brenth,3.719634771347046,70,2.933833508772521e-08
19,-11.227587507253693,11.986622412857697,root_scalar,brenth,3.719634771347046,70,3.4925201723712274e-09
20,-23.77275899632802,7.909683920947988,root_scalar,brenth,3.719634771347046,70,1.207609508710461e-07
21,-12.333992630391263,2.1886605478805103,root_scalar,brenth,3.719634771347046,70,6.24235235818088e-07
22,-3.246563420964301,3.0479338403363223,root_scalar,brenth,3.719634771347046,70,3.674294721256466e-08
23,-10.44559039477608,1.1418414136950799,root_scalar,brenth,3.719634771347046,70,5.144963639153177e-09
24,1.456125339357999,92.18899133755613,root_scalar,brenth,3.719634771347046,70,5.392120283262414e-08
25,-23.539505347657567,1.835724925406933,root_scalar,brenth,3.719634771347046,70,9.263622375438318e-08
26,-2.4658219636643013,3.900015388230622,root_scalar,brenth,3.719634771347046,70,8.185673986277342e-07
27,-2.8139760240394653,5.358090408034492,root_scalar,brenth,3.719634771347046,70,1.0085633415576889e-07
28,-6.354507134885916,3.7559084599787207,root_scalar,brenth,3.719634771347046,70,3.3481889306213874e-08
29,-5.817663343486257,12.161821152021771,root_scalar,brenth,3.719634771347046,70,9.903529142596401e-09
30,-15.8012229637813,0.7940989945709972,root_scalar,brenth,3.719634771347046,70,1.1314943869668304e-06
31,-17.942067935231147,10.739563372589645,root_scalar,brenth,3.719634771347046,70,1.7757094062167966e-07
32,-29.45989944367462,5.0285696048394755,root_scalar,brenth,3.719634771347046,70,4.131676713953203e-08
33,-25.175168863690175,3.370758954081601,root_scalar,brenth,3.719634771347046,70,3.5657482681805686e-08
34,-4.2983466411364075,1.39073974635508,root_scalar,brenth,3.719634771347046,70,1.48031154174888e-07
35,-9.533271002084742,3.1872210867705095,root_scalar,brenth,3.719634771347046,70,1.1029756776664845e-07
36,-3.4213748721598964,13.916741166249627,root_scalar,brenth,3.719634771347046,70,8.226732672866888e-08
37,-0.265796685087599,3.597069059673632,root_scalar,brenth,3.719634771347046,70,9.565042777270882e-08
38,-3.7614301559961945,3.536474455589851,root_scalar,brenth,3.719634771347046,70,6.0851203000089615e-09
39,-13.39739461786304,2.1967975765814947,root_scalar,brenth,3.719634771347046,70,6.099944539067481e-08
40,-2.2059301573960517,0.4349427849712473,root_scalar,brenth,3.719634771347046,70,1.938966034582129e-06
41,-10.301547492906087,4.147423504495832,root_scalar,brenth,3.719634771347046,70,6.317406044467622e-08
42,-7.063141112784566,10.535031381962428,root_scalar,brenth,3.719634771347046,70,2.2299647973664238e-07
43,-4.318806232363202,2.7814171234870133,root_scalar,brenth,3.719634771347046,70,1.1393463478573396e-07
44,-14.127298807943236,3.4138822306230536,root_scalar,brenth,3.719634771347046,70,1.831783984565516e-08
45,-1.4101493193319168,1.2428058615907085,root_scalar,brenth,3.719634771347046,70,1.1481309706504184e-06
46,-7.51487569333089,3.4205439007300664,root_scalar,brenth,3.719634771347046,70,3.875441996273321e-07
47,1.1369836619643368,4.735807150642741,root_scalar,brenth,3.719634771347046,70,1.0859335704271889e-07
48,-29.878051624784664,6.890310688837133,root_scalar,brenth,3.719634771347046,70,2.1957300179453743e-09
49,-27.553449979475207,2.6615207954654014,root_scalar,brenth,3.719634771347046,70,1.7668997674691322e-08
50,-6.66534704575243,4.10295607687872,root_scalar,brenth,3.719634771347046,70,1.7167298870662817e-08
51,-6.1166976253754965,1.8861176725273783,root_scalar,brenth,3.719634771347046,70,2.6151676905949994e-07
52,-92.18858174314906,6.095023522764579,root_scalar,brenth,3.719634771347046,70,3.6687029039694785e-09
53,-22.322274247932068,30.850151134702735,root_scalar,brenth,3.719634771347046,70,6.154007695796659e-09
54,-4.226627138463771,1.4185323160796375,root_scalar,brenth,3.719634771347046,70,3.847841437733257e-07
55,-8.781582236522734,22.411711051580905,root_scalar,brenth,3.719634771347046,70,1.3501271471302867e-07
56,-69.87754998014408,9.214814166052598,root_scalar,brenth,3.719634771347046,70,1.0819699788888748e-08
57,-2.335857744518054,9.648545941221878,root_scalar,brenth,3.719634771347046,70,6.117430329660722e-08
58,-11.667061333141865,1.6440854168443197,root_scalar,brenth,3.719634771347046,70,4.1130247346865545e-08
59,-8.978104804490227,9.442021297490143,root_scalar,brenth,3.719634771347046,70,1.5462605598356993e-07
60,-2.9755473328887305,3.6822110529207035,root_scalar,brenth,3.719634771347046,70,7.82449247754835e-09
61,-58.55881020282443,1.165292170460091,root_scalar,brenth,3.719634771347046,70,3.8570949973879e-07
62,-1.2397348030978417,1.4994723511578691,root_scalar,brenth,3.719634771347046,70,8.750538670089514e-07
63,-3.306956924449492,9.941916958115955,root_scalar,brenth,3.719634771347046,70,1.3177553057769353e-07
