samp,x1,x2,cdf,idx,shape,approach,dtime,pval
6,-1.0859533427382069,1.4747603435082317,0.1586324,"(209, 2, 1)","(1000, 3, 3)",cox1,3.6519107818603516,0.15871516224685844
6,-1.0859533427382069,1.4747603435082317,0.1586324,"(209, 2, 1)","(1000, 3, 3)",cox2,0.009357213973999023,0.15863370625862683
6,-1.0859533427382069,1.4747603435082317,0.1586324,"(209, 2, 1)","(1000, 3, 3)",owen,0.0047149658203125,0.15861653443263782
6,-1.0859533427382069,1.4747603435082317,0.1586324,"(209, 2, 1)","(1000, 3, 3)",drezner1,2.015615224838257,0.1586165344326378
6,-1.0859533427382069,1.4747603435082317,0.1586324,"(209, 2, 1)","(1000, 3, 3)",drezner2,2.0112357139587402,0.1586165344326378
7,-1.3877325348063525,-2.8072017428415066,0.1392413,"(279, 1, 2)","(1000, 3, 3)",scipy,2.1326022148132324,0.13936241875450311
7,-1.3877325348063525,-2.8072017428415066,0.1392413,"(279, 1, 2)","(1000, 3, 3)",cox1,3.6519107818603516,0.13987460853022715
7,-1.3877325348063525,-2.8072017428415066,0.1392413,"(279, 1, 2)","(1000, 3, 3)",cox2,0.009357213973999023,0.13978210089595944
7,-1.3877325348063525,-2.8072017428415066,0.1392413,"(279, 1, 2)","(1000, 3, 3)",owen,0.0047149658203125,0.13936241875450317
7,-1.3877325348063525,-2.8072017428415066,0.1392413,"(279, 1, 2)","(1000, 3, 3)",drezner1,2.015615224838257,0.13924539271203662
7,-1.3877325348063525,-2.8072017428415066,0.1392413,"(279, 1, 2)","(1000, 3, 3)",drezner2,2.0112357139587402,0.1393626427001362
8,-0.6661493531160643,-0.6164814528549407,0.2397473,"(321, 2, 0)","(1000, 3, 3)",scipy,2.1326022148132324,0.2396641401199353
8,-0.6661493531160643,-0.6164814528549407,0.2397473,"(321, 2, 0)","(1000, 3, 3)",cox1,3.6519107818603516,0.2395553847740277
8,-0.6661493531160643,-0.6164814528549407,0.2397473,"(321, 2, 0)","(1000, 3, 3)",cox2,0.009357213973999023,0.2396639495206042
8,-0.6661493531160643,-0.6164814528549407,0.2397473,"(321, 2, 0)","(1000, 3, 3)",owen,0.0047149658203125,0.2396641401199352
8,-0.6661493531160643,-0.6164814528549407,0.2397473,"(321, 2, 0)","(1000, 3, 3)",drezner1,2.015615224838257,0.2396641401199352
8,-0.6661493531160643,-0.6164814528549407,0.2397473,"(321, 2, 0)","(1000, 3, 3)",drezner2,2.0112357139587402,0.2396641401199352
9,-0.32468702044661235,-1.8665938078337525,0.3689154,"(329, 0, 1)","(1000, 3, 3)",scipy,2.1326022148132324,0.36873201763613805
9,-0.32468702044661235,-1.8665938078337525,0.3689154,"(329, 0, 1)","(1000, 3, 3)",cox1,3.6519107818603516,0.3635517311248006
9,-0.32468702044661235,-1.8665938078337525,0.3689154,"(329, 0, 1)","(1000, 3, 3)",cox2,0.009357213973999023,0.4019998434514522
9,-0.32468702044661235,-1.8665938078337525,0.3689154,"(329, 0, 1)","(1000, 3, 3)",owen,0.0047149658203125,0.36873201763613817
9,-0.32468702044661235,-1.8665938078337525,0.3689154,"(329, 0, 1)","(1000, 3, 3)",drezner1,2.015615224838257,0.3687152527399155
9,-0.32468702044661235,-1.8665938078337525,0.3689154,"(329, 0, 1)","(1000, 3, 3)",drezner2,2.0112357139587402,0.36873204066234827
10,-1.0316084133521655,-2.4720147336851923,0.0425407,"(338, 2, 1)","(1000, 3, 3)",scipy,2.1326022148132324,0.04247871575140324
10,-1.0316084133521655,-2.4720147336851923,0.0425407,"(338, 2, 1)","(1000, 3, 3)",cox1,3.6519107818603516,0.042427097911254416
10,-1.0316084133521655,-2.4720147336851923,0.0425407,"(338, 2, 1)","(1000, 3, 3)",cox2,0.009357213973999023,0.043618649937120044
10,-1.0316084133521655,-2.4720147336851923,0.0425407,"(338, 2, 1)","(1000, 3, 3)",owen,0.0047149658203125,0.042478715751403245
10,-1.0316084133521655,-2.4720147336851923,0.0425407,"(338, 2, 1)","(1000, 3, 3)",drezner1,2.015615224838257,0.04247871575085958
10,-1.0316084133521655,-2.4720147336851923,0.0425407,"(338, 2, 1)","(1000, 3, 3)",drezner2,2.0112357139587402,0.04247871575144045
11,-0.6371631742057715,-0.2867445285241537,0.2281221,"(384, 2, 0)","(1000, 3, 3)",scipy,2.1326022148132324,0.22814092288663113
11,-0.6371631742057715,-0.2867445285241537,0.2281221,"(384, 2, 0)","(1000, 3, 3)",cox1,3.6519107818603516,0.2301279855084143
11,-0.6371631742057715,-0.2867445285241537,0.2281221,"(384, 2, 0)","(1000, 3, 3)",cox2,0.009357213973999023,0.23052907566682856
11,-0.6371631742057715,-0.2867445285241537,0.2281221,"(384, 2, 0)","(1000, 3, 3)",owen,0.0047149658203125,0.22814092288663107
11,-0.6371631742057715,-0.2867445285241537,0.2281221,"(384, 2, 0)","(1000, 3, 3)",drezner1,2.015615224838257,0.22814092288642096
11,-0.6371631742057715,-0.2867445285241537,0.2281221,"(384, 2, 0)","(1000, 3, 3)",drezner2,2.0112357139587402,0.22814092288664323
12,0.5480318635071605,-0.7640214787199917,0.0506086,"(395, 2, 1)","(1000, 3, 3)",scipy,2.1326022148132324,0.05059890854304757
12,0.5480318635071605,-0.7640214787199917,0.0506086,"(395, 2, 1)","(1000, 3, 3)",cox1,3.6519107818603516,0.05063611179113198
12,0.5480318635071605,-0.7640214787199917,0.0506086,"(395, 2, 1)","(1000, 3, 3)",cox2,0.009357213973999023,0.05059891928303034
12,0.5480318635071605,-0.7640214787199917,0.0506086,"(395, 2, 1)","(1000, 3, 3)",owen,0.0047149658203125,0.05059890854304749
12,0.5480318635071605,-0.7640214787199917,0.0506086,"(395, 2, 1)","(1000, 3, 3)",drezner1,2.015615224838257,0.05059890854304766
12,0.5480318635071605,-0.7640214787199917,0.0506086,"(395, 2, 1)","(1000, 3, 3)",drezner2,2.0112357139587402,0.05059890854304766
13,-0.27164897984398595,0.48292565325899073,0.6219081,"(469, 1, 1)","(1000, 3, 3)",scipy,2.1326022148132324,0.621948637558545
13,-0.27164897984398595,0.48292565325899073,0.6219081,"(469, 1, 1)","(1000, 3, 3)",cox1,3.6519107818603516,0.6209206627925131
13,-0.27164897984398595,0.48292565325899073,0.6219081,"(469, 1, 1)","(1000, 3, 3)",cox2,0.009357213973999023,0.5820544246815016
13,-0.27164897984398595,0.48292565325899073,0.6219081,"(469, 1, 1)","(1000, 3, 3)",owen,0.0047149658203125,0.621948637558545
13,-0.27164897984398595,0.48292565325899073,0.6219081,"(469, 1, 1)","(1000, 3, 3)",drezner1,2.015615224838257,0.62186148296736
13,-0.27164897984398595,0.48292565325899073,0.6219081,"(469, 1, 1)","(1000, 3, 3)",drezner2,2.0112357139587402,0.6219486796080483
14,0.09850907120010832,2.638843656337294,0.643507,"(529, 1, 0)","(1000, 3, 3)",scipy,2.1326022148132324,0.6435395719658011
14,0.09850907120010832,2.638843656337294,0.643507,"(529, 1, 0)","(1000, 3, 3)",cox1,3.6519107818603516,0.6434123080237667
14,0.09850907120010832,2.638843656337294,0.643507,"(529, 1, 0)","(1000, 3, 3)",cox2,0.009357213973999023,0.6435959496153549
14,0.09850907120010832,2.638843656337294,0.643507,"(529, 1, 0)","(1000, 3, 3)",owen,0.0047149658203125,0.643539571965801
14,0.09850907120010832,2.638843656337294,0.643507,"(529, 1, 0)","(1000, 3, 3)",drezner1,2.015615224838257,0.6435395719660649
14,0.09850907120010832,2.638843656337294,0.643507,"(529, 1, 0)","(1000, 3, 3)",drezner2,2.0112357139587402,0.643539571965774
15,1.8358725703995367,-0.3487527158729689,0.1523466,"(561, 2, 1)","(1000, 3, 3)",scipy,2.1326022148132324,0.15216251620014404
15,1.8358725703995367,-0.3487527158729689,0.1523466,"(561, 2, 1)","(1000, 3, 3)",cox1,3.6519107818603516,0.15147327650721332
15,1.8358725703995367,-0.3487527158729689,0.1523466,"(561, 2, 1)","(1000, 3, 3)",cox2,0.009357213973999023,0.14725725206869833
15,1.8358725703995367,-0.3487527158729689,0.1523466,"(561, 2, 1)","(1000, 3, 3)",owen,0.0047149658203125,0.15216251620014404
15,1.8358725703995367,-0.3487527158729689,0.1523466,"(561, 2, 1)","(1000, 3, 3)",drezner1,2.015615224838257,0.1521624167843183
15,1.8358725703995367,-0.3487527158729689,0.1523466,"(561, 2, 1)","(1000, 3, 3)",drezner2,2.0112357139587402,0.15216251332716224
16,1.2529349572084112,3.4539268821542244,0.1237573,"(576, 2, 2)","(1000, 3, 3)",scipy,2.1326022148132324,0.1236829860470576
16,1.2529349572084112,3.4539268821542244,0.1237573,"(576, 2, 2)","(1000, 3, 3)",cox1,3.6519107818603516,0.12419199669833936
16,1.2529349572084112,3.4539268821542244,0.1237573,"(576, 2, 2)","(1000, 3, 3)",cox2,0.009357213973999023,0.12374858218867835
16,1.2529349572084112,3.4539268821542244,0.1237573,"(576, 2, 2)","(1000, 3, 3)",owen,0.0047149658203125,0.1236829860470576
16,1.2529349572084112,3.4539268821542244,0.1237573,"(576, 2, 2)","(1000, 3, 3)",drezner1,2.015615224838257,0.12368298604692418
16,1.2529349572084112,3.4539268821542244,0.1237573,"(576, 2, 2)","(1000, 3, 3)",drezner2,2.0112357139587402,0.12368298604704164
17,-0.9959886857916065,-2.915804262077732,0.1300528,"(597, 0, 1)","(1000, 3, 3)",scipy,2.1326022148132324,0.13008374657156815
17,-0.9959886857916065,-2.915804262077732,0.1300528,"(597, 0, 1)","(1000, 3, 3)",cox1,3.6519107818603516,0.12996471079321825
17,-0.9959886857916065,-2.915804262077732,0.1300528,"(597, 0, 1)","(1000, 3, 3)",cox2,0.009357213973999023,0.13083577101600818
17,-0.9959886857916065,-2.915804262077732,0.1300528,"(597, 0, 1)","(1000, 3, 3)",owen,0.0047149658203125,0.13008374657156813
17,-0.9959886857916065,-2.915804262077732,0.1300528,"(597, 0, 1)","(1000, 3, 3)",drezner1,2.015615224838257,0.13021973292158273
17,-0.9959886857916065,-2.915804262077732,0.1300528,"(597, 0, 1)","(1000, 3, 3)",drezner2,2.0112357139587402,0.13007465661057172
18,1.1707787163805472,0.5961120824178711,0.4775063,"(599, 1, 2)","(1000, 3, 3)",scipy,2.1326022148132324,0.47756116210554983
18,1.1707787163805472,0.5961120824178711,0.4775063,"(599, 1, 2)","(1000, 3, 3)",cox1,3.6519107818603516,0.4774744277861118
18,1.1707787163805472,0.5961120824178711,0.4775063,"(599, 1, 2)","(1000, 3, 3)",cox2,0.009357213973999023,0.4783988099575095
18,1.1707787163805472,0.5961120824178711,0.4775063,"(599, 1, 2)","(1000, 3, 3)",owen,0.0047149658203125,0.4775611621055499
18,1.1707787163805472,0.5961120824178711,0.4775063,"(599, 1, 2)","(1000, 3, 3)",drezner1,2.015615224838257,0.47756115585454206
18,1.1707787163805472,0.5961120824178711,0.4775063,"(599, 1, 2)","(1000, 3, 3)",drezner2,2.0112357139587402,0.4775611624331051
19,1.0579493144746306,-1.2387797902326647,0.0662614,"(726, 2, 2)","(1000, 3, 3)",scipy,2.1326022148132324,0.06619452820718241
19,1.0579493144746306,-1.2387797902326647,0.0662614,"(726, 2, 2)","(1000, 3, 3)",cox1,3.6519107818603516,0.06622068430515338
19,1.0579493144746306,-1.2387797902326647,0.0662614,"(726, 2, 2)","(1000, 3, 3)",cox2,0.009357213973999023,0.06550575836319361
19,1.0579493144746306,-1.2387797902326647,0.0662614,"(726, 2, 2)","(1000, 3, 3)",owen,0.0047149658203125,0.06619452820718241
19,1.0579493144746306,-1.2387797902326647,0.0662614,"(726, 2, 2)","(1000, 3, 3)",drezner1,2.015615224838257,0.06619454674982239
19,1.0579493144746306,-1.2387797902326647,0.0662614,"(726, 2, 2)","(1000, 3, 3)",drezner2,2.0112357139587402,0.06619452736258458
20,4.154311677864999,0.5369935550849876,0.4464139,"(861, 0, 2)","(1000, 3, 3)",scipy,2.1326022148132324,0.44678755421258814
20,4.154311677864999,0.5369935550849876,0.4464139,"(861, 0, 2)","(1000, 3, 3)",cox1,3.6519107818603516,0.4468552805314638
20,4.154311677864999,0.5369935550849876,0.4464139,"(861, 0, 2)","(1000, 3, 3)",cox2,0.009357213973999023,0.4467505083896188
20,4.154311677864999,0.5369935550849876,0.4464139,"(861, 0, 2)","(1000, 3, 3)",owen,0.0047149658203125,0.4467875542125881
20,4.154311677864999,0.5369935550849876,0.4464139,"(861, 0, 2)","(1000, 3, 3)",drezner1,2.015615224838257,0.44678755421258803
20,4.154311677864999,0.5369935550849876,0.4464139,"(861, 0, 2)","(1000, 3, 3)",drezner2,2.0112357139587402,0.44678755421258814
21,-0.11257362882153904,-0.7472390311287821,0.0025947,"(868, 0, 1)","(1000, 3, 3)",scipy,2.1326022148132324,0.0025868787916652047
21,-0.11257362882153904,-0.7472390311287821,0.0025947,"(868, 0, 1)","(1000, 3, 3)",cox1,3.6519107818603516,0.000999000999000999
21,-0.11257362882153904,-0.7472390311287821,0.0025947,"(868, 0, 1)","(1000, 3, 3)",cox2,0.009357213973999023,0.0006726745047462845
21,-0.11257362882153904,-0.7472390311287821,0.0025947,"(868, 0, 1)","(1000, 3, 3)",owen,0.0047149658203125,0.0025868787916652203
21,-0.11257362882153904,-0.7472390311287821,0.0025947,"(868, 0, 1)","(1000, 3, 3)",drezner1,2.015615224838257,0.002362604282397096
21,-0.11257362882153904,-0.7472390311287821,0.0025947,"(868, 0, 1)","(1000, 3, 3)",drezner2,2.0112357139587402,0.00259700966308396
22,1.3692120213487184,1.883462734858592,0.4344733,"(899, 0, 2)","(1000, 3, 3)",scipy,2.1326022148132324,0.434298483411644
22,1.3692120213487184,1.883462734858592,0.4344733,"(899, 0, 2)","(1000, 3, 3)",cox1,3.6519107818603516,0.43314548566106936
22,1.3692120213487184,1.883462734858592,0.4344733,"(899, 0, 2)","(1000, 3, 3)",cox2,0.009357213973999023,0.43435094794373585
22,1.3692120213487184,1.883462734858592,0.4344733,"(899, 0, 2)","(1000, 3, 3)",owen,0.0047149658203125,0.4342984834116442
22,1.3692120213487184,1.883462734858592,0.4344733,"(899, 0, 2)","(1000, 3, 3)",drezner1,2.015615224838257,0.43429848341164423
22,1.3692120213487184,1.883462734858592,0.4344733,"(899, 0, 2)","(1000, 3, 3)",drezner2,2.0112357139587402,0.434298483411644
23,-0.716147691915564,-0.7436425010086254,0.0442316,"(905, 2, 0)","(1000, 3, 3)",scipy,2.1326022148132324,0.04434142000826077
23,-0.716147691915564,-0.7436425010086254,0.0442316,"(905, 2, 0)","(1000, 3, 3)",cox1,3.6519107818603516,0.050836643574916573
23,-0.716147691915564,-0.7436425010086254,0.0442316,"(905, 2, 0)","(1000, 3, 3)",cox2,0.009357213973999023,0.03952748327125455
23,-0.716147691915564,-0.7436425010086254,0.0442316,"(905, 2, 0)","(1000, 3, 3)",owen,0.0047149658203125,0.044341420008260746
23,-0.716147691915564,-0.7436425010086254,0.0442316,"(905, 2, 0)","(1000, 3, 3)",drezner1,2.015615224838257,0.04434141976193151
23,-0.716147691915564,-0.7436425010086254,0.0442316,"(905, 2, 0)","(1000, 3, 3)",drezner2,2.0112357139587402,0.044341420015904354
24,1.6127963859652965,-0.4399040904783589,0.5152354,"(938, 0, 2)","(1000, 3, 3)",scipy,2.1326022148132324,0.5150008190680381
24,1.6127963859652965,-0.4399040904783589,0.5152354,"(938, 0, 2)","(1000, 3, 3)",cox1,3.6519107818603516,0.5152069250688408
24,1.6127963859652965,-0.4399040904783589,0.5152354,"(938, 0, 2)","(1000, 3, 3)",cox2,0.009357213973999023,0.5150363541219588
24,1.6127963859652965,-0.4399040904783589,0.5152354,"(938, 0, 2)","(1000, 3, 3)",owen,0.0047149658203125,0.5150008190680381
24,1.6127963859652965,-0.4399040904783589,0.5152354,"(938, 0, 2)","(1000, 3, 3)",drezner1,2.015615224838257,0.5150008190668169
24,1.6127963859652965,-0.4399040904783589,0.5152354,"(938, 0, 2)","(1000, 3, 3)",drezner2,2.0112357139587402,0.5150008190680372
0,-0.9930519134697189,-0.15632258194135062,0.0580576,"(18, 0, 0, 0)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.05812067604304369
0,-0.9930519134697189,-0.15632258194135062,0.0580576,"(18, 0, 0, 0)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.05667370571476038
0,-0.9930519134697189,-0.15632258194135062,0.0580576,"(18, 0, 0, 0)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.057872193912983705
0,-0.9930519134697189,-0.15632258194135062,0.0580576,"(18, 0, 0, 0)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.05812067604304373
0,-0.9930519134697189,-0.15632258194135062,0.0580576,"(18, 0, 0, 0)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.058120676031254814
0,-0.9930519134697189,-0.15632258194135062,0.0580576,"(18, 0, 0, 0)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.058120676042955566
1,-0.2403173650783228,-0.15655758933313887,0.3930226,"(29, 0, 1, 1)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.3928460317290083
1,-0.2403173650783228,-0.15655758933313887,0.3930226,"(29, 0, 1, 1)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.3928659755592582
1,-0.2403173650783228,-0.15655758933313887,0.3930226,"(29, 0, 1, 1)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.39286918684021177
1,-0.2403173650783228,-0.15655758933313887,0.3930226,"(29, 0, 1, 1)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.39284603172900834
1,-0.2403173650783228,-0.15655758933313887,0.3930226,"(29, 0, 1, 1)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.39284603172900834
1,-0.2403173650783228,-0.15655758933313887,0.3930226,"(29, 0, 1, 1)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.39284603172900834
2,-3.353780252146383,-0.316642312837155,0.2019813,"(31, 1, 0, 0)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.20188115587853941
2,-3.353780252146383,-0.316642312837155,0.2019813,"(31, 1, 0, 0)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.20295867616942032
2,-3.353780252146383,-0.316642312837155,0.2019813,"(31, 1, 0, 0)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.20183962486098728
2,-3.353780252146383,-0.316642312837155,0.2019813,"(31, 1, 0, 0)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.2018811558785394
2,-3.353780252146383,-0.316642312837155,0.2019813,"(31, 1, 0, 0)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.20188115587855127
2,-3.353780252146383,-0.316642312837155,0.2019813,"(31, 1, 0, 0)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.20188115587853928
3,0.6196930653283119,-0.5864037287571026,0.2962772,"(113, 0, 0, 1)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.2961180411065416
3,0.6196930653283119,-0.5864037287571026,0.2962772,"(113, 0, 0, 1)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.29585456489447315
3,0.6196930653283119,-0.5864037287571026,0.2962772,"(113, 0, 0, 1)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.29576724519017716
3,0.6196930653283119,-0.5864037287571026,0.2962772,"(113, 0, 0, 1)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.2961180411065417
3,0.6196930653283119,-0.5864037287571026,0.2962772,"(113, 0, 0, 1)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.2961180411031741
3,0.6196930653283119,-0.5864037287571026,0.2962772,"(113, 0, 0, 1)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.2961180411065938
4,0.6243775384189634,0.16668604134876563,0.0773665,"(150, 0, 1, 0)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.07739658049628509
4,0.6243775384189634,0.16668604134876563,0.0773665,"(150, 0, 1, 0)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.07782122048988005
4,0.6243775384189634,0.16668604134876563,0.0773665,"(150, 0, 1, 0)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.052737803830663066
4,0.6243775384189634,0.16668604134876563,0.0773665,"(150, 0, 1, 0)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.07739658049628512
4,0.6243775384189634,0.16668604134876563,0.0773665,"(150, 0, 1, 0)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.07740357836345779
4,0.6243775384189634,0.16668604134876563,0.0773665,"(150, 0, 1, 0)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.07739657803656941
5,-1.4504142209424233,-2.171003520460573,0.1023492,"(314, 1, 0, 0)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.10242721137016483
5,-1.4504142209424233,-2.171003520460573,0.1023492,"(314, 1, 0, 0)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.10708847225520224
5,-1.4504142209424233,-2.171003520460573,0.1023492,"(314, 1, 0, 0)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.10421887875279223
5,-1.4504142209424233,-2.171003520460573,0.1023492,"(314, 1, 0, 0)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.1024272113701648
5,-1.4504142209424233,-2.171003520460573,0.1023492,"(314, 1, 0, 0)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.10242716126524953
5,-1.4504142209424233,-2.171003520460573,0.1023492,"(314, 1, 0, 0)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.102427211361105
6,-0.6237395923230027,-2.610504010587338,0.0763901,"(345, 0, 1, 1)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.07629409313516927
6,-0.6237395923230027,-2.610504010587338,0.0763901,"(345, 0, 1, 1)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.07247361473437308
6,-0.6237395923230027,-2.610504010587338,0.0763901,"(345, 0, 1, 1)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.08168026377016924
6,-0.6237395923230027,-2.610504010587338,0.0763901,"(345, 0, 1, 1)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.07629409313516916
6,-0.6237395923230027,-2.610504010587338,0.0763901,"(345, 0, 1, 1)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.07631424685155552
6,-0.6237395923230027,-2.610504010587338,0.0763901,"(345, 0, 1, 1)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.07629312134578392
7,-1.2767642757902475,0.4847205728649331,0.003749,"(349, 1, 0, 1)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.0037588548115015576
7,-1.2767642757902475,0.4847205728649331,0.003749,"(349, 1, 0, 1)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.000999000999000999
7,-1.2767642757902475,0.4847205728649331,0.003749,"(349, 1, 0, 1)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.003540630000067657
7,-1.2767642757902475,0.4847205728649331,0.003749,"(349, 1, 0, 1)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.0037588548115015663
7,-1.2767642757902475,0.4847205728649331,0.003749,"(349, 1, 0, 1)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.00375885602416115
7,-1.2767642757902475,0.4847205728649331,0.003749,"(349, 1, 0, 1)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.0037588549594267384
8,-0.6793864949717994,0.5145456339627893,0.1654006,"(361, 1, 1, 1)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.16544670660163688
8,-0.6793864949717994,0.5145456339627893,0.1654006,"(361, 1, 1, 1)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.16656834602960113
8,-0.6793864949717994,0.5145456339627893,0.1654006,"(361, 1, 1, 1)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.16141159064878263
8,-0.6793864949717994,0.5145456339627893,0.1654006,"(361, 1, 1, 1)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.16544670660163682
8,-0.6793864949717994,0.5145456339627893,0.1654006,"(361, 1, 1, 1)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.16544670676285955
8,-0.6793864949717994,0.5145456339627893,0.1654006,"(361, 1, 1, 1)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.1654467066016151
9,-0.2775471703386645,-0.19584688098054528,0.3429808,"(370, 0, 1, 0)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.3428118475441172
9,-0.2775471703386645,-0.19584688098054528,0.3429808,"(370, 0, 1, 0)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.34285832133794036
9,-0.2775471703386645,-0.19584688098054528,0.3429808,"(370, 0, 1, 0)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.3656022701582875
9,-0.2775471703386645,-0.19584688098054528,0.3429808,"(370, 0, 1, 0)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.3428118475441172
9,-0.2775471703386645,-0.19584688098054528,0.3429808,"(370, 0, 1, 0)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.34281043425389746
9,-0.2775471703386645,-0.19584688098054528,0.3429808,"(370, 0, 1, 0)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.34281184960917965
10,-0.5708222982920746,-0.9800541999019803,0.2761325,"(432, 1, 1, 0)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.2760738632097043
10,-0.5708222982920746,-0.9800541999019803,0.2761325,"(432, 1, 1, 0)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.2790879462674061
10,-0.5708222982920746,-0.9800541999019803,0.2761325,"(432, 1, 1, 0)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.2897351212780115
10,-0.5708222982920746,-0.9800541999019803,0.2761325,"(432, 1, 1, 0)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.2760738632097044
10,-0.5708222982920746,-0.9800541999019803,0.2761325,"(432, 1, 1, 0)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.27607356761655844
10,-0.5708222982920746,-0.9800541999019803,0.2761325,"(432, 1, 1, 0)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.2760738648959872
11,1.0997229447485655,2.523443041212904,0.8410728,"(497, 1, 0, 0)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.841170944299992
11,1.0997229447485655,2.523443041212904,0.8410728,"(497, 1, 0, 0)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.84197559687434
11,1.0997229447485655,2.523443041212904,0.8410728,"(497, 1, 0, 0)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.8418834586914189
11,1.0997229447485655,2.523443041212904,0.8410728,"(497, 1, 0, 0)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.8411709442999921
11,1.0997229447485655,2.523443041212904,0.8410728,"(497, 1, 0, 0)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.8411709581898461
11,1.0997229447485655,2.523443041212904,0.8410728,"(497, 1, 0, 0)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.841170944565636
12,-0.36547228678491794,-1.340914097561761,0.2602673,"(528, 0, 0, 1)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.2599982463040881
12,-0.36547228678491794,-1.340914097561761,0.2602673,"(528, 0, 0, 1)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.2594521394835686
12,-0.36547228678491794,-1.340914097561761,0.2602673,"(528, 0, 0, 1)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.2595830015202536
12,-0.36547228678491794,-1.340914097561761,0.2602673,"(528, 0, 0, 1)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.259998246304088
12,-0.36547228678491794,-1.340914097561761,0.2602673,"(528, 0, 0, 1)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.25999824630418633
